district,year,murder
GANDERBAL,2011,0
HANDWARA,2011,0
JAMMU,2011,0
KARGIL,2011,0
KATHUA,2011,0
KISHTWAR,2011,0
KULGAM,2011,0
KUPWARA,2011,0
LEH,2011,0
POONCH,2011,0
PULWAMA,2011,0
"RAILWAYS JAMMU",2011,0
"RAILWAYS KASHMIR",2011,0
RAJOURI,2011,0
RAMBAN,2011,0
REASI,2011,0
SAMBA,2011,0
SHOPIAN,2011,0
SOPORE,2011,0
SRINAGAR,2011,0
UDHAMPUR,2011,0
BOKARO,2011,0
CHAIBASA,2011,0
CHATRA,2011,0
DEOGHAR,2011,0
DHANBAD,2011,0
"DHANBAD RLY.",2011,0
DUMKA,2011,0
GARHWA,2011,0
GIRIDIH,2011,0
GODDA,2011,0
GUMLA,2011,0
HAZARIBAGH,2011,0
"JAMSHEDPUR RLY.",2011,0
JAMTARA,2011,0
KHUNTI,2011,0
KODERMA,2011,0
LATEHAR,2011,0
LOHARDAGGA,2011,0
PAKUR,2011,0
PALAMU,2011,0
RAMGARH,2011,0
RANCHI,2011,0
SARAIKELA,2011,0
SIMDEGA,2011,0
BAGALKOT,2011,0
"BANGALORE COMMR.",2011,0
"BANGALORE RURAL",2011,0
BELLARY,2011,0
BIDAR,2011,0
BIJAPUR,2011,0
CBPURA,2011,0
CHAMARAJNAGAR,2011,0
CHICKMAGALUR,2011,0
CHITRADURGA,2011,0
"DAKSHIN KANNADA",2011,0
DAVANAGERE,2011,0
"DHARWAD COMMR.",2011,0
"DHARWAD RURAL",2011,0
GADAG,2011,0
GULBARGA,2011,0
HASSAN,2011,0
HAVERI,2011,0
K.G.F.,2011,0
KODAGU,2011,0
KOLAR,2011,0
KOPPAL,2011,0
MANDYA,2011,0
"MANGALORE CITY",2011,0
"MYSORE COMMR.",2011,0
"MYSORE RURAL",2011,0
RAICHUR,2011,0
RAILWAYS,2011,0
RAMANAGAR,2011,0
TUMKUR,2011,0
UDUPI,2011,0
"UTTAR KANNADA",2011,0
YADGIRI,2011,0
ALAPUZHA,2011,0
"ERNAKULAM COMMR.",2011,0
"ERNAKULAM RURAL",2011,0
IDUKKI,2011,0
KANNUR,2011,0
KASARGOD,2011,0
"KOLLAM COMMR.",2011,0
"KOLLAM RURAL",2011,0
KOTTAYAM,2011,0
"KOZHIKODE COMMR.",2011,0
"KOZHIKODE RURAL",2011,0
MALAPPURAM,2011,0
PALAKKAD,2011,0
PATHANAMTHITTA,2011,0
RAILWAYS,2011,0
"THRISSUR COMMR.",2011,0
"THRISSUR RURAL",2011,0
"TRIVANDRUM COMMR.",2011,0
"TRIVANDRUM RURAL",2011,0
WAYANADU,2011,0
BARWANI,2011,0
BHIND,2011,0
BHOPAL,2011,0
"BHOPAL RLY.",2011,0
BURHANPUR,2011,0
CHHATARPUR,2011,0
CHHINDWARA,2011,0
DATIYA,2011,0
DEWAS,2011,0
GUNA,2011,0
GWALIOR,2011,0
"INDORE RLY.",2011,0
JABALPUR,2011,0
"JABALPUR RLY.",2011,0
JHABUA,2011,0
MORENA,2011,0
NEEMUCH,2011,0
PANNA,2011,0
RAISEN,2011,0
RAJGARH,2011,0
RATLAM,2011,0
SHAJAPUR,2011,0
SHEOPUR,2011,0
SIDHI,2011,0
SIHORE,2011,0
TIKAMGARH,2011,0
VIDISHA,2011,0
AKOLA,2011,0
"AMRAVATI COMMR.",2011,0
"AMRAVATI RURAL",2011,0
"AURANGABAD COMMR.",2011,0
BEED,2011,0
BULDHANA,2011,0
CHANDRAPUR,2011,0
GONDIA,2011,0
HINGOLI,2011,0
JALGAON,2011,0
JALNA,2011,0
KOLHAPUR,2011,0
LATUR,2011,0
"MUMBAI COMMR.",2011,0
"MUMBAI RLY.",2011,0
"NAGPUR COMMR.",2011,0
"NAGPUR RLY.",2011,0
NANDED,2011,0
NANDURBAR,2011,0
"NASIK COMMR.",2011,0
"NASIK RURAL",2011,0
OSMANABAD,2011,0
PARBHANI,2011,0
"PUNE COMMR.",2011,0
"PUNE RLY.",2011,0
"PUNE RURAL",2011,0
RATNAGIRI,2011,0
SANGLI,2011,0
SATARA,2011,0
SINDHUDURG,2011,0
"SOLAPUR COMMR.",2011,0
"SOLAPUR RURAL",2011,0
"THANE COMMR.",2011,0
WARDHA,2011,0
BISHNUPUR,2011,0
CHANDEL,2011,0
CHURACHANDPUR,2011,0
CID,2011,0
"IMPHAL EAST",2011,0
"IMPHAL WEST",2011,0
SENAPATI,2011,0
TAMENGLONG,2011,0
THOUBAL,2011,0
UKHRUL,2011,0
"GARO HILLS EAST",2011,0
"GARO HILLS SOUTH",2011,0
"GARO HILLS WEST",2011,0
"JAINTIA HILLS",2011,0
"KHASI HILLS EAST",2011,0
"KHASI HILLS WEST",2011,0
RI-BHOI,2011,0
AIZAWL,2011,0
CHAMPHAI,2011,0
KOLASIB,2011,0
LAWNGTLAI,2011,0
LUNGLEI,2011,0
MAMIT,2011,0
SAIHA,2011,0
SERCHHIP,2011,0
DIMAPUR,2011,0
KIPHIRE,2011,0
KOHIMA,2011,0
LONGLENG,2011,0
MOKOKCHUNG,2011,0
MON,2011,0
PEREN,2011,0
PHEK,2011,0
TUENSANG,2011,0
WOKHA,2011,0
ZUNHEBOTO,2011,0
ANGUL,2011,0
BALASORE,2011,0
BARAGARH,2011,0
BERHAMPUR,2011,0
BHADRAK,2011,0
BOLANGIR,2011,0
BOUDH,2011,0
CUTTACK,2011,0
"DCP BBSR",2011,0
"DCP CTC",2011,0
DEOGARH,2011,0
DHENKANAL,2011,0
GAJAPATI,2011,0
GANJAM,2011,0
JAGATSINGHPUR,2011,0
JAJPUR,2011,0
KANDHAMAL,2011,0
KENDRAPARA,2011,0
KEONJHAR,2011,0
KHURDA,2011,0
KORAPUT,2011,0
MALKANGIR,2011,0
MAYURBHANJ,2011,0
NAYAGARH,2011,0
NOWRANGPUR,2011,0
NUAPADA,2011,0
PURI,2011,0
RAYAGADA,2011,0
ROURKELA,2011,0
SRP(CUTTACK),2011,0
SRP(ROURKELA),2011,0
SUNDARGARH,2011,0
AMRITSAR,2011,0
BARNALA,2011,0
BATALA,2011,0
BHATINDA,2011,0
"CP AMRITSAR",2011,0
"CP JALANDHAR",2011,0
"CP LUDHIANA",2011,0
FARIDKOT,2011,0
"FATEHGARH SAHIB",2011,0
FAZILKA,2011,0
FEROZPUR,2011,0
G.R.P,2011,0
GURDASPUR,2011,0
HOSHIARPUR,2011,0
JALANDHAR,2011,0
KAPURTHALA,2011,0
KHANNA,2011,0
LUDHIANA,2011,0
MANSA,2011,0
MOGA,2011,0
MUKTSAR,2011,0
PATHANKOT,2011,0
PATIALA,2011,0
ROPAR,2011,0
SANGRUR,2011,0
"SAS NGR",2011,0
"SBS NAGAR",2011,0
"TARN TARAN",2011,0
AJMER,2011,0
BARAN,2011,0
BHARATPUR,2011,0
BHILWARA,2011,0
BIKANER,2011,0
CHITTORGARH,2011,0
CHURU,2011,0
DAUSA,2011,0
DHOLPUR,2011,0
DUNGARPUR,2011,0
G.R.P.AJMER,2011,0
G.R.P.JODHPUR,2011,0
GANGANAGAR,2011,0
HANUMANGARH,2011,0
"JAIPUR EAST",2011,0
"JAIPUR NORTH",2011,0
"JAIPUR SOUTH",2011,0
"JAIPUR WEST",2011,0
JAISALMER,2011,0
JHUNJHUNU,2011,0
"JODHPUR CITY",2011,0
"JODHPUR RURAL",2011,0
KARAULI,2011,0
"KOTA RURAL",2011,0
NAGAUR,2011,0
PALI,2011,0
PRATAPGARH,2011,0
"SAWAI MADHOPUR",2011,0
SIKAR,2011,0
TONK,2011,0
UDAIPUR,2011,0
EAST,2011,0
NORTH,2011,0
SOUTH,2011,0
WEST,2011,0
ARIYALUR,2011,0
CHENNAI,2011,0
"CHENNAI RLY.",2011,0
"COIMBATORE RURAL",2011,0
"COIMBATORE URBAN",2011,0
CUDDALORE,2011,0
DHARMAPURI,2011,0
DINDIGUL,2011,0
ERODE,2011,0
KANCHIPURAM,2011,0
KANYAKUMARI,2011,0
KARUR,2011,0
KRISHNAGIRI,2011,0
"MADURAI RURAL",2011,0
"MADURAI URBAN",2011,0
NAGAPATTINAM,2011,0
NAMAKKAL,2011,0
NILGIRIS,2011,0
PERAMBALUR,2011,0
PUDUKOTTAI,2011,0
RAMNATHAPURAM,2011,0
"SALEM RURAL",2011,0
"SALEM URBAN",2011,0
SIVAGANGAI,2011,0
THANJAVUR,2011,0
THENI,2011,0
"THIRUNELVELI RURAL",2011,0
"THIRUNELVELI URBAN",2011,0
THIRUVALLUR,2011,0
THIRUVANNAMALAI,2011,0
THIRUVARUR,2011,0
THOOTHUGUDI,2011,0
TIRUPPUR,2011,0
"TRICHY RLY.",2011,0
"TRICHY RURAL",2011,0
"TRICHY URBAN",2011,0
VELLORE,2011,0
VILLUPURAM,2011,0
VIRUDHUNAGAR,2011,0
DHALAI,2011,0
GRP,2011,0
NORTH,2011,0
WEST,2011,0
AGRA,2011,0
ALIGARH,2011,0
ALLAHABAD,2011,0
"AMBEDKAR NAGAR",2011,0
AURAIYA,2011,0
AZAMGARH,2011,0
BADAUN,2011,0
BAGHPAT,2011,0
BAHRAICH,2011,0
BALLIA,2011,0
BALRAMPUR,2011,0
BANDA,2011,0
BARABANKI,2011,0
BAREILLY,2011,0
BASTI,2011,0
"BHIM NAGAR",2011,0
BIJNOR,2011,0
BULANDSHAHAR,2011,0
CHANDOLI,2011,0
"CHITRAKOOT DHAM",2011,0
"CSM NAGAR",2011,0
DEORIA,2011,0
ETAH,2011,0
ETAWAH,2011,0
FAIZABAD,2011,0
FATEHGARH,2011,0
FATEHPUR,2011,0
FIROZABAD,2011,0
G.R.P.,2011,0
"GAUTAMBUDH NAGAR",2011,0
GHAZIPUR,2011,0
GONDA,2011,0
GORAKHPUR,2011,0
HAMIRPUR,2011,0
HARDOI,2011,0
HATHRAS,2011,0
J.P.NAGAR,2011,0
JALAUN,2011,0
JAUNPUR,2011,0
JHANSI,2011,0
KANNAUJ,2011,0
"KANPUR NAGAR",2011,0
"KANSHIRAM NAGAR",2011,0
KAUSHAMBI,2011,0
KHIRI,2011,0
"KUSHI NAGAR",2011,0
LALITPUR,2011,0
LUCKNOW,2011,0
MAHARAJGANJ,2011,0
MAHOBA,2011,0
MATHURA,2011,0
MAU,2011,0
MEERUT,2011,0
MIRZAPUR,2011,0
MORADABAD,2011,0
MUZAFFARNAGAR,2011,0
"PANCHSHIL NAGAR",2011,0
PILIBHIT,2011,0
"PRABUDDH NAGAR",2011,0
PRATAPGARH,2011,0
RAIBAREILLY,2011,0
"RAMABAI NAGAR",2011,0
RAMPUR,2011,0
SAHARANPUR,2011,0
"SANT KABIRNAGAR",2011,0
SHAHJAHANPUR,2011,0
SHRAWASTI,2011,0
SIDHARTHNAGAR,2011,0
SITAPUR,2011,0
SONBHADRA,2011,0
ST.RAVIDASNAGAR,2011,0
SULTANPUR,2011,0
UNNAO,2011,0
VARANASI,2011,0
ALMORA,2011,0
BAGESHWAR,2011,0
CHAMOLI,2011,0
CHAMPAWAT,2011,0
DEHRADUN,2011,0
HARIDWAR,2011,0
NAINITAL,2011,0
"PAURI GARHWAL",2011,0
PITHORAGARH,2011,0
"RUDRA PRAYAG",2011,0
"TEHRI GARHWAL",2011,0
"UDHAMSINGH NAGAR",2011,0
UTTARKASHI,2011,0
"24 PARGANAS NORTH",2011,0
"24 PARGANAS SOUTH",2011,0
ASANSOL,2011,0
BANKURA,2011,0
BIRBHUM,2011,0
BURDWAN,2011,0
COOCHBEHAR,2011,0
"DAKSHIN DINAJPUR",2011,0
DARJEELING,2011,0
HOOGHLY,2011,0
HOWRAH,2011,0
"HOWRAH CITY",2011,0
"HOWRAH G.R.P.",2011,0
JALPAIGURI,2011,0
"KHARAGPUR G.R.P.",2011,0
KOLKATA,2011,0
MALDA,2011,0
MURSHIDABAD,2011,0
NADIA,2011,0
"PASCHIM MIDNAPUR",2011,0
"PURAB MIDNAPUR",2011,0
PURULIA,2011,0
"SEALDAH G.R.P.",2011,0
"SILIGURI G.R.P.",2011,0
"UTTAR DINAJPUR",2011,0
ANDAMAN,2011,0
NICOBAR,2011,0
CHANDIGARH,2011,0
"D and N HAVELI",2011,0
DAMAN,2011,0
DIU,2011,0
CAW,2011,0
CENTRAL,2011,0
"CRIME BRANCH",2011,0
EAST,2011,0
EOW,2011,0
GRP(RLY),2011,0
"IGI AIRPORT",2011,0
"NEW DELHI",2011,0
NORTH,2011,0
NORTH-EAST,2011,0
NORTH-WEST,2011,0
OUTER,2011,0
SOUTH,2011,0
SOUTH-EAST,2011,0
SOUTH-WEST,2011,0
STF,2011,0
WEST,2011,0
LAKSHADWEEP,2011,0
KARAIKAL,2011,0
PUDUCHERRY,2011,0
ADILABAD,2012,0
CHITTOOR,2012,0
CUDDAPAH,2012,0
"EAST GODAVARI",2012,0
"GUNTAKAL RLY.",2012,0
GUNTUR,2012,0
"GUNTUR URBAN",2012,0
"HYDERABAD CITY",2012,0
KARIMNAGAR,2012,0
KURNOOL,2012,0
PRAKASHAM,2012,0
RAJAHMUNDRY,2012,0
"RANGA REDDY",2012,0
"SECUNDERABAD RLY.",2012,0
SRIKAKULAM,2012,0
"TIRUPATHI URBAN",2012,0
"VIJAYAWADA CITY",2012,0
"VIJAYAWADA RLY.",2012,0
"VISAKHA RURAL",2012,0
VISAKHAPATNAM,2012,0
VIZIANAGARAM,2012,0
"WARANGAL URBAN",2012,0
"WEST GODAVARI",2012,0
ANJAW,2012,0
CHANGLANG,2012,0
"DIBANG VALLEY",2012,0
K/KUMEY,2012,0
"KAMENG EAST",2012,0
"KAMENG WEST",2012,0
LOHIT,2012,0
"PAPUM PARE",2012,0
RURAL,2012,0
"SIANG EAST",2012,0
"SIANG UPPER",2012,0
"SIANG WEST",2012,0
"SUBANSIRI LOWER",2012,0
"SUBANSIRI UPPER",2012,0
TAWANG,2012,0
TIRAP,2012,0
"UPPER DIBANG VALLEY",2012,0
BAKSA,2012,0
BARPETA,2012,0
BIEO,2012,0
BONGAIGAON,2012,0
C.I.D.,2012,0
CACHAR,2012,0
CHIRANG,2012,0
DARRANG,2012,0
DHEMAJI,2012,0
DHUBRI,2012,0
DIBRUGARH,2012,0
G.R.P.,2012,0
GOALPARA,2012,0
GOLAGHAT,2012,0
"GUWAHATI CITY",2012,0
HAILAKANDI,2012,0
HAMREN,2012,0
JORHAT,2012,0
KAMRUP,2012,0
"KARBI ANGLONG",2012,0
KARIMGANJ,2012,0
KOKRAJHAR,2012,0
LAKHIMPUR,2012,0
MORIGAON,2012,0
N.C.HILLS,2012,0
NAGAON,2012,0
NALBARI,2012,0
R.P.O.,2012,0
SIBSAGAR,2012,0
SONITPUR,2012,0
TINSUKIA,2012,0
UDALGURI,2012,0
ARARIA,2012,0
ARWAL,2012,0
AURANGABAD,2012,0
BAGAHA,2012,0
BANKA,2012,0
BEGUSARAI,2012,0
BETTIAH,2012,0
BHABHUA,2012,0
BHAGALPUR,2012,0
BHOJPUR,2012,0
BUXAR,2012,0
DARBHANGA,2012,0
GAYA,2012,0
GOPALGANJ,2012,0
"JAMALPUR RLY.",2012,0
JAMUI,2012,0
JEHANABAD,2012,0
KATIHAR,2012,0
"KATIHAR RLY.",2012,0
KHAGARIA,2012,0
KISHANGANJ,2012,0
LAKHISARAI,2012,0
MADHEPURA,2012,0
MADHUBANI,2012,0
MOTIHARI,2012,0
MUNGER,2012,0
MUZAFFARPUR,2012,0
"MUZAFFARPUR RLY.",2012,0
NALANDA,2012,0
NAUGACHIA,2012,0
NAWADAH,2012,0
PATNA,2012,0
"PATNA RLY.",2012,0
ROHTAS,2012,0
SAHARSA,2012,0
SAMASTIPUR,2012,0
SARAN,2012,0
SHEIKHPURA,2012,0
SHEOHAR,2012,0
SITAMARHI,2012,0
SIWAN,2012,0
SUPAUL,2012,0
VAISHALI,2012,0
BALOD,2012,0
"BALODA BAZAR",2012,0
BALRAMPUR,2012,0
BEMETARA,2012,0
BILASPUR,2012,0
BIZAPUR,2012,0
DHAMTARI,2012,0
DURG,2012,0
GARIYABAND,2012,0
"GRP RAIPUR",2012,0
JAGDALPUR,2012,0
JANJGIR,2012,0
KANKER,2012,0
MAHASAMUND,2012,0
RAIPUR,2012,0
RAJNANDGAON,2012,0
SUKMA,2012,0
"NORTH GOA",2012,0
"SOUTH GOA",2012,0
"AHMEDABAD COMMR.",2012,0
"AHMEDABAD RURAL",2012,0
AHWA-DANG,2012,0
AMRELI,2012,0
ANAND,2012,0
BHAVNAGAR,2012,0
"CID CRIME",2012,0
DAHOD,2012,0
GANDHINAGAR,2012,0
HIMATNAGAR,2012,0
JAMNAGAR,2012,0
JUNAGADH,2012,0
"KHEDA NORTH",2012,0
"KUTCH (EAST(G))",2012,0
"KUTCH (WEST-BHUJ)",2012,0
MEHSANA,2012,0
NARMADA,2012,0
NAVSARI,2012,0
PANCHMAHAL,2012,0
PATAN,2012,0
PORBANDAR,2012,0
"RAJKOT COMMR.",2012,0
"RAJKOT RURAL",2012,0
SURENDRANAGAR,2012,0
TAPI,2012,0
"VADODARA COMMR.",2012,0
VALSAD,2012,0
"W.RLY AHMEDABAD",2012,0
"W.RLY VADODARA",2012,0
"AMBALA RURAL",2012,0
"AMBALA URBAN",2012,0
BHIWANI,2012,0
FARIDABAD,2012,0
FATEHABAD,2012,0
GRP,2012,0
GURGAON,2012,0
HISSAR,2012,0
JHAJJAR,2012,0
JIND,2012,0
KAITHAL,2012,0
KARNAL,2012,0
KURUKSHETRA,2012,0
MAHENDRAGARH,2012,0
MEWAT,2012,0
PALWAL,2012,0
PANCHKULA,2012,0
PANIPAT,2012,0
REWARI,2012,0
ROHTAK,2012,0
SIRSA,2012,0
SONIPAT,2012,0
YAMUNANAGAR,2012,0
BADDIPOLICEDIST,2012,0
BILASPUR,2012,0
CHAMBA,2012,0
CID,2012,0
G.R.P.,2012,0
HAMIRPUR,2012,0
KANGRA,2012,0
KINNAUR,2012,0
KULLU,2012,0
LAHAUL-SPITI,2012,0
MANDI,2012,0
SHIMLA,2012,0
SIRMAUR,2012,0
SOLAN,2012,0
UNA,2012,0
ANANTNAG,2012,0
AWANTIPORA,2012,0
BANDIPORA,2012,0
BARAMULLA,2012,0
BUDGAM,2012,0
"CRIME JAMMU",2012,0
"CRIME SRINAGAR",2012,0
DODA,2012,0
GANDERBAL,2012,0
HANDWARA,2012,0
JAMMU,2012,0
KARGIL,2012,0
KATHUA,2012,0
KISHTWAR,2012,0
KULGAM,2012,0
KUPWARA,2012,0
LEH,2012,0
POONCH,2012,0
PULWAMA,2012,0
"RAILWAYS JAMMU",2012,0
"RAILWAYS KASHMIR",2012,0
"RAILWAYS KATRA",2012,0
RAJOURI,2012,0
RAMBAN,2012,0
REASI,2012,0
SAMBA,2012,0
SHOPIAN,2012,0
SOPORE,2012,0
SRINAGAR,2012,0
UDHAMPUR,2012,0
BOKARO,2012,0
CHAIBASA,2012,0
CHATRA,2012,0
DEOGHAR,2012,0
DHANBAD,2012,0
